#OTU ID	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24	Sample_25	Sample_26	Sample_27	Sample_28	Sample_29	Sample_30	Sample_31	Sample_32	Sample_33	Sample_34	Sample_35	Sample_36	Sample_37	Sample_38	Sample_39	Sample_40	Sample_41	Sample_42	Sample_43	Sample_44	Sample_45	Sample_46	Sample_47	Sample_48	Sample_49
P101-PWY:_ectoine_biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52696e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023696	0.000142919	0.0	7.70293e-05	0.000345676	1.49303e-05	0.000598293	0.000188908	5.95716e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28833e-06	0.0	0.0	0.0
P105-PWY:_TCA_cycle_IV_(2-oxoglutarate_decarboxylase)	1.51184e-05	9.01695e-05	3.09592e-05	6.18758e-05	0.000116019	4.21461e-05	0.0	0.000321263	5.26658e-05	1.55339e-05	0.0	0.000126068	0.000397152	2.20208e-05	0.0	3.0394e-05	5.14405e-05	4.75532e-05	0.0	0.0	0.0	0.000122751	0.0	0.000148536	9.70498e-06	8.83544e-06	1.77017e-05	0.000305635	1.30211e-05	0.000169097	0.000258016	0.000271335	4.17775e-06	5.75044e-05	0.0	7.28469e-05	0.000240257	8.83007e-05	1.60456e-05	0.000294764	5.59285e-05	0.000123668	0.00049359	4.48191e-06	1.53247e-05	0.000157134	2.42655e-06	0.00011981	0.000417809
P108-PWY:_pyruvate_fermentation_to_propanoate_I	1.87939e-05	6.15169e-05	1.2187e-05	3.72572e-05	8.31469e-06	1.30027e-05	0.0	0.0	2.90054e-05	1.36726e-05	0.0	0.000237555	0.0	1.59413e-05	1.49246e-05	3.31292e-05	0.0	3.9217e-05	2.78923e-05	0.0	0.0	4.40411e-05	0.0	0.0	7.16934e-06	1.35544e-05	1.52521e-05	0.0	0.0	6.73278e-07	2.49426e-05	0.0	0.0	0.0	0.0	5.98908e-06	1.34594e-05	5.79158e-05	5.30625e-05	4.59638e-06	2.19477e-05	7.4474e-05	0.0	1.77303e-06	1.99869e-05	5.50843e-07	1.38673e-06	0.000105484	4.15765e-05
P122-PWY:_heterolactic_fermentation	1.18198e-05	3.51289e-06	9.08702e-06	1.62443e-05	0.0	1.37246e-05	0.0	0.000144869	5.17254e-06	0.0	0.0	3.53996e-05	2.40981e-05	6.58456e-06	0.0	1.15318e-05	0.0	1.3821e-05	2.13034e-06	6.3082e-07	0.0	9.32225e-05	0.0	0.00012249	1.77923e-06	0.0	9.67503e-06	0.000114461	0.0	7.72031e-06	3.33066e-05	7.85188e-05	6.33174e-07	2.49488e-05	0.0	2.62799e-05	1.39133e-05	3.89201e-06	0.0	0.000127348	2.84054e-05	2.48636e-06	2.88075e-05	1.72248e-06	6.43017e-06	1.80753e-06	1.46023e-06	3.63282e-06	1.05348e-06
P124-PWY:_Bifidobacterium_shunt	0.0	0.0	0.0	1.84675e-05	0.0	0.0	0.0	9.34255e-06	0.0	0.0	0.0	1.1634e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.31954e-07	0.0	1.04917e-05	0.0	7.31063e-05	0.0	0.0	1.97176e-06	0.0	0.0	0.0	2.44924e-06	1.17455e-05	0.0	0.0	0.0	1.8891e-06	0.0	0.0	0.0	0.0	3.67195e-05	0.0	0.0	2.33401e-06	7.73862e-07	1.70434e-06	0.0	5.60576e-07	1.1659e-06
P125-PWY:_superpathway_of_(R,R)-butanediol_biosynthesis	3.86763e-06	1.3662e-05	4.73913e-06	3.41453e-06	1.44434e-05	9.27184e-05	0.0	6.61753e-05	3.14737e-06	0.0	5.71978e-06	0.000174402	6.7425e-05	0.0	2.24349e-05	3.48003e-05	2.72647e-05	4.49965e-06	3.81568e-06	2.38044e-06	0.0	7.89573e-05	0.0	0.000175574	6.31324e-05	0.0	3.28019e-06	0.000283905	0.0	9.27051e-06	4.94444e-05	1.86388e-05	0.0	3.33041e-06	0.0	8.12629e-07	1.27666e-05	1.9126e-05	4.58144e-06	0.000198108	3.57054e-06	3.70295e-06	6.19513e-05	1.37665e-06	8.91028e-06	6.82859e-07	1.02969e-05	6.74189e-06	1.53537e-05
P161-PWY:_acetylene_degradation	3.01637e-05	0.000188909	4.0972e-05	9.64677e-05	0.000106864	5.65076e-05	0.0	0.000330033	0.000130277	0.000201187	0.000185367	0.000196403	0.000385282	6.58279e-05	7.57117e-05	5.41665e-05	6.8508e-05	0.000205015	3.38443e-05	1.68752e-05	0.0	0.000155159	0.0	0.000343846	4.04482e-05	2.88559e-05	2.25024e-05	0.000493425	0.000250065	0.000230467	0.000390592	0.000243214	0.000401004	4.49683e-05	0.000367799	0.000282895	0.000409927	0.000192458	7.43273e-05	0.000454487	0.000394002	0.000210899	0.000477957	3.00557e-05	4.80124e-05	0.000119542	3.60423e-06	0.000206041	0.000421844
P162-PWY:_L-glutamate_degradation_V_(via_hydroxyglutarate)	4.44169e-06	9.63677e-06	3.31345e-06	2.16507e-05	0.0	0.0	0.0	0.0	1.66006e-05	3.5438e-05	2.09392e-05	0.0	0.0	1.5094e-05	0.0	0.0	0.0	6.59158e-06	7.05238e-06	0.0	0.0	0.0	0.0	0.0	0.0	8.49868e-06	1.09039e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98964e-05	3.35304e-06	0.0	8.09662e-05	4.14944e-05	0.0	7.32637e-07	4.71647e-06	0.0	0.0	1.2954e-05	0.0
P163-PWY:_L-lysine_fermentation_to_acetate_and_butanoate	0.0	3.54384e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.36709e-06	1.90033e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43437e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80437e-05	0.0	0.0	2.37505e-05	0.0	0.0	0.0	0.0	0.0	0.0	9.01031e-07	0.0
P164-PWY:_purine_nucleobases_degradation_I_(anaerobic)	5.03858e-05	0.000112836	6.97318e-05	4.61582e-05	3.95501e-05	9.55301e-05	0.0	0.0	7.42067e-05	6.91251e-05	0.000166614	0.0	0.0	0.000198732	5.72624e-05	1.72215e-05	3.20045e-05	0.000215545	8.45352e-05	4.10596e-05	0.0	8.09267e-05	0.0	0.0	6.21583e-05	3.2914e-05	1.97959e-05	0.0	0.0	0.0	9.48524e-05	0.0	0.0	0.0	0.0	7.45846e-05	0.0	9.30429e-05	0.000105954	0.0	0.000477488	0.000116174	2.88908e-06	4.46683e-05	5.71479e-05	0.0	7.79544e-06	0.000179709	8.25525e-06
P165-PWY:_superpathway_of_purines_degradation_in_plants	0.0	0.0	0.0	8.26054e-06	0.0	0.0	0.0	2.39785e-05	0.0	0.0	0.0	0.0	1.02929e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7218e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13152e-05	0.0	1.34915e-06	0.0	0.0	0.0	0.0	0.0	1.80708e-06	1.01792e-06	0.0	5.41254e-07	6.4862e-07	1.5133e-05	0.0	8.42213e-07	0.0	7.27885e-07	2.4605e-06	0.0
P184-PWY:_protocatechuate_degradation_I_(meta-cleavage_pathway)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81215e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P185-PWY:_formaldehyde_assimilation_III_(dihydroxyacetone_cycle)	3.44533e-05	0.000122531	1.80332e-05	3.95027e-05	2.66897e-05	8.3787e-05	0.0	0.000232556	6.58669e-05	1.00542e-05	0.0	0.000332103	0.000267254	2.76478e-05	4.86078e-05	8.34803e-05	9.18208e-05	6.02544e-05	1.44689e-05	4.0137e-06	0.0	0.000178906	0.0	0.000222324	1.64388e-05	0.0	7.09175e-06	0.000139045	6.45288e-06	9.91437e-05	0.000283436	0.000100107	1.37125e-06	1.74784e-05	0.0	2.14891e-05	0.000168567	0.000131804	2.34212e-05	0.000130166	7.03511e-05	0.00010804	0.000321262	1.07992e-05	1.85424e-05	4.64175e-05	4.84092e-06	0.000125228	0.000246752
P221-PWY:_octane_oxidation	9.77754e-06	4.09934e-05	9.12348e-06	2.72664e-05	5.95138e-05	1.518e-05	0.0	0.000174075	2.43896e-05	2.16879e-06	0.0	8.30706e-05	0.000275364	9.6588e-06	3.74765e-05	0.0	1.96347e-05	5.97152e-06	0.0	8.52467e-07	0.0	2.63597e-05	0.0	0.0	5.18695e-06	0.0	8.51448e-07	0.000301335	6.16289e-06	5.6176e-05	0.000160614	0.000164273	0.0	2.6317e-05	0.0	9.00979e-06	0.000111574	2.99525e-05	2.77059e-06	0.000171368	1.57078e-05	8.05406e-05	0.000336868	6.00577e-07	4.70505e-06	9.37933e-05	0.0	6.77148e-05	0.000320503
P23-PWY:_reductive_TCA_cycle_I	1.32918e-05	0.0	0.0	0.0	3.9128e-06	2.61601e-05	0.0	0.0	3.78186e-05	0.0	0.0	4.86536e-05	0.0	0.0	0.0	0.0	0.0	9.91822e-06	0.0	8.86842e-07	0.0	1.75024e-05	0.0	0.0	1.39121e-06	0.0	0.0	0.0	0.0	6.52395e-06	5.06075e-05	0.0	0.0	0.0	0.0	9.54318e-06	0.0	0.0	6.50879e-06	0.0	1.84759e-05	8.88512e-06	0.0	5.1432e-06	1.95769e-05	0.0	3.11596e-06	1.27497e-05	1.59721e-05
P381-PWY:_adenosylcobalamin_biosynthesis_II_(late_cobalt_incorporation)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.26195e-06	0.0	0.0	0.0	1.48613e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P4-PWY:_superpathway_of_L-lysine,_L-threonine_and_L-methionine_biosynthesis_I	0.00012086	0.000162449	5.80502e-05	8.43645e-05	6.5914e-05	0.000171975	0.0	0.000184744	0.000159745	5.4796e-05	1.02329e-05	0.000375889	0.000197701	0.000185559	8.34452e-05	0.00012456	0.000157504	0.000128959	0.00012031	2.89225e-05	0.0	0.000277915	0.0	0.000180206	0.000120471	0.000151737	4.97366e-05	0.000349641	1.12632e-05	8.87396e-05	0.000247789	0.000169848	3.36957e-06	5.04138e-05	0.0	0.000231488	0.000212438	0.000181429	5.63729e-05	0.00033183	0.000123038	0.000108852	0.000215536	4.0092e-05	8.97327e-05	4.55062e-05	1.40584e-05	0.00021185	0.000183413
P42-PWY:_incomplete_reductive_TCA_cycle	5.07496e-05	7.79844e-05	3.00512e-05	5.24289e-05	1.87248e-05	2.78046e-05	0.0	0.0	5.32369e-05	4.54535e-05	9.24119e-05	0.000152625	0.0	1.74343e-05	2.89982e-05	1.18234e-05	2.55734e-05	0.000100356	5.2792e-05	7.90208e-06	0.0	5.7734e-05	0.0	0.0	2.80081e-05	6.42176e-05	1.95475e-05	0.0	1.11666e-05	5.46685e-05	0.000124035	0.0	1.87271e-06	0.0	0.0	4.025e-05	6.85597e-05	7.63972e-05	8.05842e-06	0.0	0.000103204	6.74904e-05	0.0	2.72689e-05	2.47085e-05	9.14175e-05	6.18635e-06	0.00011334	6.60338e-05
P441-PWY:_superpathway_of_N-acetylneuraminate_degradation	5.75443e-05	0.000143697	6.50901e-05	8.27341e-05	8.52747e-05	0.000110788	0.0	0.000201686	9.63329e-05	7.98031e-05	8.28584e-05	0.000266876	0.000310432	0.000108565	3.51271e-05	8.351e-05	9.64307e-05	9.70821e-05	3.56322e-05	2.16385e-05	0.0	0.000181428	0.0	0.000112117	8.95706e-05	3.54189e-05	5.48194e-05	0.000247833	0.0	0.000166851	0.000276108	0.000242447	1.46205e-06	4.33331e-05	0.0	0.000152759	0.000256555	0.000145675	8.49584e-05	0.000325899	0.00019849	0.000148791	0.000372784	3.29881e-05	6.01279e-05	0.000101709	4.44514e-06	0.000240172	0.000293213
P461-PWY:_hexitol_fermentation_to_lactate,_formate,_ethanol_and_acetate	1.2003e-05	4.78966e-05	7.44098e-06	3.00354e-05	9.57207e-05	7.88566e-05	0.0	0.000183248	4.12691e-05	5.19743e-06	0.0	0.000122981	0.000342543	1.05067e-05	2.54379e-05	2.18698e-05	5.9812e-05	1.50781e-05	0.0	0.0	0.0	8.74944e-05	0.0	9.35939e-05	1.02929e-05	8.20205e-06	2.33642e-05	0.000335136	0.0	0.000120392	0.000189151	0.000222966	0.0	5.83913e-05	0.0	5.10323e-05	0.000205314	4.69112e-05	9.75668e-06	0.000289575	2.10776e-05	9.30473e-05	0.000435301	1.40126e-06	1.35271e-05	0.00011956	2.17225e-06	8.028e-05	0.000366141
P562-PWY:_myo-inositol_degradation_I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.55769e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.73251e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P621-PWY:_nylon-6_oligomer_degradation	0.0	0.0	1.94493e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.66488e-07	0.0	0.0	3.04452e-06	0.0	0.0	0.0	0.0	0.0	5.85145e-06	0.0	0.0	8.82392e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.63199e-07	0.0	0.0	2.38811e-07	0.0	8.30356e-07	0.0	0.0	0.0	0.0	3.91704e-07	0.0
PANTO-PWY:_phosphopantothenate_biosynthesis_I	0.000164301	0.000243129	0.000114894	0.000117347	8.36743e-05	0.00039138	0.0	0.000173308	0.000300401	0.000173196	0.000178277	7.2661e-05	0.000240264	0.000239483	0.000184082	0.000238547	0.000289741	0.00030045	0.000190557	4.27905e-05	0.0	0.000279154	0.0	0.000246633	0.000305512	0.000361635	0.00025746	0.000297673	0.000176437	0.000169482	0.000196102	0.000215831	0.000283521	4.02736e-05	0.000442416	0.000308004	0.00019092	0.00033103	0.000118118	0.000185026	0.000310964	0.000137933	0.000279621	4.43576e-05	0.000161765	7.79012e-05	2.31796e-05	0.000375352	0.000244874
PANTOSYN-PWY:_pantothenate_and_coenzyme_A_biosynthesis_I	0.000127249	0.0002259	8.0817e-05	0.000111147	7.81417e-05	0.000283025	0.0	0.000187354	0.000227547	0.000182216	0.000181997	0.000102586	0.000234498	0.000199649	0.000107402	0.000166139	0.000110906	0.000339333	0.000190081	3.86604e-05	0.0	0.000245339	0.0	0.000297499	0.000229757	0.000148063	0.000124091	0.000235793	0.000161423	0.000166781	0.000203278	0.00021738	0.000275643	4.40531e-05	0.000373297	0.000250102	0.000173877	0.000284924	0.000101795	0.000205832	0.000272323	0.000128437	0.00027909	4.71898e-05	0.00015182	7.74345e-05	2.09212e-05	0.00035705999999999997	0.000227377
PENTOSE-P-PWY:_pentose_phosphate_pathway	2.0003e-05	6.53253e-05	3.19671e-05	3.67791e-05	1.75507e-05	5.59519e-05	0.0	0.000142627	6.45666e-05	8.9822e-05	3.45417e-05	0.000148283	0.000190786	5.31991e-05	2.49458e-05	2.0913e-05	3.16119e-05	3.1427e-05	3.58794e-06	1.83983e-05	0.0	0.000158622	0.0	0.000118433	3.42657e-05	1.10388e-05	1.41455e-05	8.42342e-05	5.83138e-05	8.78909e-05	0.000159058	7.36493e-05	8.84436e-05	1.47878e-05	0.000115434	0.000175493	9.04681e-05	6.95734e-05	7.71969e-05	8.41359e-05	0.000117216	8.76705e-05	0.000213128	3.02181e-05	0.000110794	2.87639e-05	6.3013e-06	0.000278667	0.000115457
PEPTIDOGLYCANSYN-PWY:_peptidoglycan_biosynthesis_I_(meso-diaminopimelate_containing)	0.000279481	0.000378531	0.000200714	0.0001473	8.43675e-05	0.000913363	0.0	0.000214437	0.000563551	0.00024211	0.000233119	0.00061682	0.000310241	0.000876232	0.000486758	0.000535436	0.00062054	0.000767921	0.000453258	8.73344e-05	0.0	0.000720823	0.0	0.000271979	0.000794646	0.000834701	0.000570628	0.000323411	0.000194089	0.000225478	0.000337468	0.000249536	0.000306264	5.73293e-05	0.000407809	0.00041281	0.00027978	0.000475149	0.000144371	0.000367024	0.000599939	0.000164657	0.000348494	0.000104416	0.00023043	8.48185e-05	4.92577e-05	0.000457016	0.000286926
PHOSLIPSYN-PWY:_superpathway_of_phospholipid_biosynthesis_I_(bacteria)	0.000157059	0.000238244	6.87633e-05	9.72221e-05	8.86456e-05	0.000143165	0.0	0.000171929	0.000284689	9.98709e-05	0.000101303	0.000406607	0.000271487	0.000280158	0.000178612	0.000101392	0.000122202	0.000365558	0.000300801	5.20498e-05	0.0	0.000229333	0.0	4.16279e-05	0.000149317	0.000246331	4.27911e-05	0.000170465	0.000261285	0.00024065	0.000284643	0.000259923	0.000448552	4.80663e-05	0.000578352	0.000375306	0.000169907	0.000290498	6.8631e-05	0.000230581	0.000357046	0.000135211	0.000308273	5.67125e-05	7.66636e-05	0.000102396	2.55857e-05	0.000347966	0.000270216
POLYAMINSYN3-PWY:_superpathway_of_polyamine_biosynthesis_II	1.56493e-05	3.22019e-05	9.74189e-06	1.38083e-05	1.82111e-05	2.68764e-05	0.0	0.0	2.20319e-05	6.7848e-06	0.0	3.70833e-05	4.53919e-06	1.35178e-05	2.8496e-05	0.0	1.49472e-05	1.76253e-05	3.92808e-06	3.09499e-06	0.0	1.58504e-05	0.0	0.0	1.31802e-05	1.73113e-05	1.41942e-05	0.0	2.14253e-06	7.71278e-06	5.14461e-05	0.0	0.0	5.65186e-06	0.0	9.08704e-06	3.82244e-05	3.09404e-05	3.35683e-06	4.18964e-05	2.14749e-05	2.50187e-05	0.0	5.7452e-06	5.04793e-06	3.40397e-05	1.48506e-06	3.09865e-05	1.90485e-05
POLYAMSYN-PWY:_superpathway_of_polyamine_biosynthesis_I	2.03401e-05	3.92452e-05	1.69615e-05	1.649e-05	3.29765e-05	4.81172e-05	0.0	9.50559e-05	3.30241e-05	1.52963e-05	0.0	9.41367e-05	0.000182198	1.12812e-05	5.07723e-05	1.76664e-05	1.5969e-05	2.11836e-05	3.155e-05	4.42448e-06	0.0	6.40147e-05	0.0	0.0	3.39079e-05	2.76376e-05	2.89356e-05	0.000144308	2.98931e-06	5.30066e-05	7.34387e-05	0.000125525	0.0	2.76244e-05	0.0	1.82059e-05	9.67017e-05	4.00719e-05	4.9215e-06	0.000116813	3.13458e-05	4.46119e-05	0.000199609	1.05807e-05	7.92411e-06	5.92427e-05	4.04462e-06	5.84851e-05	0.000176192
POLYISOPRENSYN-PWY:_polyisoprenoid_biosynthesis_(E._coli)	3.85566e-05	9.43596e-05	2.75951e-05	5.79412e-05	8.56498e-05	5.02479e-05	0.0	0.000268987	3.57806e-05	1.4203e-05	0.0	0.00045888	0.000426186	2.89919e-05	0.0	4.44884e-05	4.55583e-05	5.33367e-05	2.2744e-05	8.13525e-06	0.0	0.000117872	0.0	0.000197603	3.58509e-05	9.01337e-06	4.81745e-06	0.000286489	0.000219057	0.000211084	0.000198548	0.000251948	0.000353875	5.47665e-05	0.000398739	0.000212703	0.000181754	8.93803e-05	1.32628e-05	0.000277091	4.60474e-05	0.000104825	0.000478374	1.1405e-05	2.4522e-05	8.64097e-05	2.80085e-06	7.61806e-05	0.000294732
PPGPPMET-PWY:_ppGpp_biosynthesis	4.21217e-05	0.000104268	1.35475e-05	3.68243e-05	7.77201e-05	5.57786e-05	0.0	0.000253046	9.33869e-05	0.00010958	0.000110408	0.000102784	0.00018527	1.48757e-05	2.99789e-05	3.07881e-05	6.21741e-05	0.000168631	4.77461e-05	1.05046e-06	0.0	0.00012727	0.0	0.000160596	4.2428e-05	4.94587e-05	3.13797e-05	0.000295578	0.000180705	0.00016319	0.000211641	0.000220796	0.000306318	7.4911e-05	0.000400017	0.000194558	0.000172871	0.000143008	1.30368e-05	0.000402169	0.000120959	5.39228e-05	0.000217889	6.86788e-06	1.52422e-05	6.31146e-05	3.16035e-06	6.66869e-05	0.000280672
PROPFERM-PWY:_L-alanine_fermentation_to_propanoate_and_acetate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.30555e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.66256e-06	0.0
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY:_protocatechuate_degradation_II_(ortho-cleavage_pathway)	0.0	1.02899e-06	4.59073e-06	0.0	0.0	0.0	0.0	2.6792e-05	0.0	0.0	0.0	0.0	1.10007e-05	0.0	0.0	2.19545e-05	0.0	0.0	0.0	0.0	0.0	1.88901e-05	0.0	0.000108858	0.0	0.0	0.0	0.0	0.0	1.4635e-06	7.61087e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.52931e-06	0.0	0.0	1.73758e-06	2.3576e-06	9.27083e-06	0.0	6.26198e-07	0.0	0.0	1.09115e-06	0.0
PRPP-PWY:_superpathway_of_histidine,_purine,_and_pyrimidine_biosynthesis	9.19167e-05	0.00014234	3.07328e-05	7.88233e-05	2.56528e-05	0.000139756	0.0	0.000161544	0.000152791	7.54292e-05	0.0	0.000393461	2.52702e-05	0.0	0.0	0.0	0.000131422	0.00013046	0.000159566	1.72798e-05	0.0	0.000212934	0.0	0.000176924	0.000148882	0.000106038	8.35052e-05	0.000235619	0.0	3.24517e-05	0.000206354	0.000195792	0.0	3.44418e-05	0.0	0.000183246	6.98538e-05	0.000188164	6.93425e-05	0.000250647	0.000115511	0.000120241	4.74443e-05	4.26976e-05	7.4761e-05	5.73727e-05	1.37389e-05	0.000218221	0.000183704
PWY-1042:_glycolysis_IV_(plant_cytosol)	0.000247642	0.000304285	0.000162081	0.000183411	0.000133739	0.000449324	0.0	0.000384741	0.000410762	0.000264745	0.000221719	0.000585715	0.000549943	0.000488742	0.000357454	0.000340471	0.000417602	0.000700802	0.000482835	9.94311e-05	0.0	0.000407625	0.0	0.000251398	0.000460292	0.000402902	0.000349611	0.000626687	0.000224185	0.000292083	0.000435757	0.000399437	0.000381538	7.17355e-05	0.000602113	0.000427552	0.00038527	0.000370868	0.000200347	0.000494674	0.000592339	0.000265775	0.000663892	0.00010726	0.000278662	0.000164946	3.69266e-05	0.000672048	0.000520795
PWY-1269:_CMP-3-deoxy-D-manno-octulosonate_biosynthesis_I	7.54e-05	0.00014237	4.07384e-05	9.62493e-05	5.71263e-05	6.59517e-05	0.0	0.000206289	0.000106283	6.2427e-05	2.50941e-05	0.000248759	0.000246527	0.000158535	6.21503e-05	4.67377e-05	0.000113975	0.000428693	0.000229176	1.2285e-05	0.0	0.000153361	0.0	0.000210735	5.45326e-05	0.000156972	3.45708e-05	0.000266475	0.00017994	0.000207378	0.000269756	0.000241711	0.000288396	5.93125e-05	0.000395758	0.000221014	0.000213105	0.000166363	3.49623e-05	0.000236945	0.000301146	0.00010935	0.000301346	1.57751e-05	9.43063e-05	0.000106585	8.22142e-06	0.000270892	0.000363748
PWY-1861:_formaldehyde_assimilation_II_(RuMP_Cycle)	0.0	0.0	0.0	1.24121e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4247e-05	3.30936e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.36589e-06	0.0	0.0	0.0	0.0	5.8116e-05	8.48977e-06	4.56634e-06	5.13719e-06	1.01081e-05	8.59508e-06	3.23232e-06	0.0	0.0	1.11081e-05	0.0	0.0	0.0
PWY-2221:_Entner-Doudoroff_pathway_III_(semi-phosphorylative)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.80248e-06	0.0	0.0	0.0	4.75817e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.26128e-07	0.0	0.0	0.0	0.0	4.68937e-06	0.0
PWY-241:_C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type	6.35143e-06	0.0	0.0	1.07511e-05	0.0	1.67484e-05	0.0	0.0	2.397e-05	0.0	0.0	5.57926e-06	0.0	0.0	0.0	0.0	0.0	3.87382e-06	0.0	2.9839e-06	0.0	6.98011e-06	0.0	0.0	2.63818e-05	0.0	0.0	0.0	0.0	1.01524e-06	1.40015e-05	0.0	0.0	6.39863e-07	0.0	3.84168e-06	0.0	0.0	1.31323e-05	3.0991e-07	1.01097e-05	4.14853e-06	0.0	8.28731e-06	9.24773e-06	0.0	6.68091e-06	1.75551e-05	0.0
PWY-2723:_trehalose_degradation_V	7.58911e-06	4.34299e-05	7.84737e-06	2.70176e-05	5.20645e-05	9.54425e-06	0.0	0.000133514	2.12179e-05	4.43547e-06	0.0	6.34495e-05	0.000157831	7.00784e-06	2.72725e-05	2.16471e-05	1.75442e-05	5.07065e-06	0.0	1.15417e-06	0.0	3.31691e-05	0.0	0.000274725	0.0	9.26644e-06	0.0	0.00013941	0.0	6.69521e-05	0.000125222	0.000128313	0.0	1.84908e-05	0.0	1.0253e-05	0.00012441	3.93472e-05	2.16849e-06	0.00013698	8.33316e-06	4.88815e-05	0.000198475	0.0	6.26602e-06	7.34291e-05	0.0	3.25741e-05	9.73423e-05
PWY-2941:_L-lysine_biosynthesis_II	6.94866e-05	7.79218e-05	1.32831e-05	3.48606e-05	5.24356e-05	0.000359101	0.0	0.000119231	6.958e-05	3.67349e-05	2.22874e-05	0.000576179	0.000152139	0.000141491	0.000168904	0.000130962	0.000110143	4.32551e-05	7.68092e-05	3.27586e-05	0.0	0.000245001	0.0	0.000294411	0.000239688	5.74075e-05	5.43959e-05	0.00033204	1.97265e-05	0.000110301	0.000188275	3.36562e-05	2.78769e-05	9.07253e-06	0.0	1.62005e-05	0.000113716	9.48306e-05	1.64951e-05	0.000296191	2.829e-05	2.31447e-05	0.000120358	2.38345e-05	4.23479e-05	4.8078e-06	4.14174e-06	9.2888e-05	5.44083e-05
PWY-2942:_L-lysine_biosynthesis_III	0.000251968	0.00034089	0.000186688	0.000133098	7.1732e-05	0.000746432	0.0	0.000227911	0.00049716	0.000206796	0.00014899	0.000642354	0.000247763	0.000743709	0.000515676	0.000459215	0.000638967	0.000656455	0.000465122	6.74772e-05	0.0	0.000587056	0.0	0.000340743	0.000664286	0.000779656	0.000553442	0.000351642	0.000192742	0.000240857	0.000310601	0.000226099	0.000366375	5.30087e-05	0.000472621	0.00042241	0.000294715	0.000419151	9.88646e-05	0.000382424	0.0004676	0.000159137	0.000274079	8.57385e-05	0.000216249	7.82514e-05	4.561e-05	0.000453513	0.00027409
